GeneID	dN	dS	dNdS
BLGH_02406	0.002	0.004	0.5
BLGH_02407	0	0.004	0
BLGH_02408	0	0.004	0
BLGH_02409	0	0	NA
BLGH_02410	0.001	0.012	0.0833
BLGH_02411	0.001	0	Inf
BLGH_02412	0.005	0.006	0.8333
BLGH_02413	0	0.002	0
BLGH_02414	0.003	0.003	1
BLGH_02415	0.004	0	Inf
BLGH_02416	0.004	0.011	0.3636
BLGH_02417	0.001	0	Inf
BLGH_02418	0	0.008	0
BLGH_02419	0.002	0	Inf
BLGH_02420	0	0	NA
BLGH_02421	0	0	NA
BLGH_02422	0.001	0	Inf
BLGH_02423	0.002	0	Inf
BLGH_02424	0	0	NA
BLGH_02425	0.001	0.004	0.25
BLGH_02426	0.004	0.008	0.5
BLGH_02427	0.014	0.009	1.5556
BLGH_02428	0	0	NA
BLGH_02429	0	0.013	0
BLGH_02430	0	0.004	0
BLGH_02431	0	0.002	0
BLGH_02432	0.001	0.003	0.3333
BLGH_02433	0.002	0.002	1
BLGH_02434	0	0.014	0
BLGH_02435	0	0	NA
BLGH_02436	0.011	0.004	2.75
BLGH_02437	0.004	0.029	0.1379
BLGH_02438	0.004	0.029	0.1379
BLGH_02439	0.018	0.01	1.8
BLGH_02440	0	0.007	0
BLGH_02441	0.069	0.055	1.2545
BLGH_02442	0	0.007	0
BLGH_02443	0.01	0.017	0.5882
BLGH_02444	0.001	0.004	0.25
BLGH_02445	0.001	0.003	0.3333
BLGH_02446	0.005	0	Inf
BLGH_02447	0	0.009	0
BLGH_02448	0.21	0.185	1.1351
BLGH_02449	0	0	NA
BLGH_02450	0.001	0.002	0.5
BLGH_02451	0.009	0.011	0.8182
BLGH_02452	0	0	NA
BLGH_02453	0	0	NA
BLGH_02454	0	0.002	0
BLGH_02455	0	0.004	0
BLGH_02456	0.002	0.006	0.3333
BLGH_02457	0.009	0.022	0.4091
BLGH_02458	0.001	0.002	0.5
BLGH_02459	0.005	0.004	1.25
BLGH_02460	0	0.008	0
BLGH_02461	0	0.003	0
BLGH_02462	0.001	0.002	0.5
BLGH_02463	0.002	0.005	0.4
BLGH_02464	0.001	0.01	0.1
BLGH_02466	0	0	NA
BLGH_02467	0	0.003	0
BLGH_02468	0.002	0.005	0.4
BLGH_02469	0	0	NA
BLGH_02470	0	0	NA
BLGH_02471	0	0	NA
BLGH_02472	0	0.004	0
BLGH_02473	0	0.003	0
BLGH_02474	0	0	NA
BLGH_02475	0	0.007	0
BLGH_02476	0	0	NA
BLGH_02477	0	0	NA
BLGH_02478	0	0	NA
BLGH_02479	0	0	NA
BLGH_02480	0.003	0.003	1
BLGH_02481	0.001	0.003	0.3333
BLGH_02482	0	0	NA
BLGH_02483	0	0	NA
BLGH_02484	0	0.003	0
BLGH_02485	0.001	0	Inf
BLGH_02486	0.002	0	Inf
BLGH_02487	0	0.001	0
BLGH_02488	0.002	0.001	2
BLGH_02489	0	0	NA
BLGH_02490	0.001	0.004	0.25
BLGH_02491	0.002	0.012	0.1667
BLGH_02492	0	0	NA
BLGH_02493	0	0.003	0
BLGH_02494	0	0	NA
BLGH_02496	0	0	NA
BLGH_02497	0	0.011	0
BLGH_02498	0	0.006	0
BLGH_02499	0.005	0.004	1.25
BLGH_02500	0	0	NA
BLGH_02501	0	0.006	0
BLGH_02502	0.001	0.005	0.2
BLGH_02503	0.002	0.003	0.6667
BLGH_02504	0.003	0.005	0.6
BLGH_02505	0	0.012	0
BLGH_02506	0.003	0.01	0.3
BLGH_02508	0.001	0	Inf
BLGH_02509	0	0.005	0
BLGH_02510	0.002	0.005	0.4
BLGH_02511	0.026	0.041	0.6341
BLGH_02512	0.001	0.009	0.1111
BLGH_02513	0.002	0.002	1
BLGH_02514	0	0.008	0
BLGH_02515	0	0.003	0
BLGH_02516	0.001	0.001	1
BLGH_02517	0.001	0.002	0.5
BLGH_02518	0.001	0.004	0.25
BLGH_02519	0.003	0.005	0.6
BLGH_02520	0.006	0.004	1.5
BLGH_02521	0	0.019	0
BLGH_02522	0	0	NA
BLGH_02523	0.002	0.004	0.5
BLGH_02524	0.002	0.003	0.6667
BLGH_02525	0	0.003	0
BLGH_02526	0	0.004	0
BLGH_02527	0.001	0.008	0.125
BLGH_02528	0	0.002	0
BLGH_02529	0.034	0.011	3.0909
BLGH_02530	0	0.006	0
BLGH_02531	0.016	0.011	1.4545
BLGH_02532	0.023	0.053	0.434
BLGH_02533	0	0	NA
BLGH_02534	0	0.005	0
BLGH_02535	0	0	NA
BLGH_02536	0	0.004	0
BLGH_02537	0.209	0.186	1.1237
BLGH_02538	0.003	0.002	1.5
BLGH_02539	0.001	0.006	0.1667
BLGH_02540	0	0.004	0
BLGH_02541	0.029	0.042	0.6905
BLGH_02542	0	0.003	0
BLGH_02543	0	0.002	0
BLGH_02544	0.001	0.001	1
BLGH_02545	0	0	NA
BLGH_02546	0.017	0.023	0.7391
BLGH_02547	0.001	0	Inf
BLGH_02548	0	0	NA
BLGH_02549	0	0.003	0
BLGH_02550	0.119	0.106	1.1226
BLGH_02551	0.007	0	Inf
BLGH_02552	0.001	0.006	0.1667
BLGH_02553	0	0	NA
BLGH_02554	0.026	0.027	0.963
BLGH_02555	0.001	0.007	0.1429
BLGH_02556	0	0	NA
BLGH_02557	0.002	0.005	0.4
BLGH_02558	0	0.003	0
BLGH_02559	0	0.012	0
BLGH_02560	0.004	0.005	0.8
BLGH_02561	0.001	0.003	0.3333
BLGH_02562	0	0	NA
BLGH_02563	0.001	0.002	0.5
BLGH_02564	0	0.005	0
BLGH_02565	0.003	0.011	0.2727
BLGH_02566	0.004	0.008	0.5
BLGH_02567	0.003	0.011	0.2727
BLGH_02568	0	0.002	0
BLGH_02569	0.006	0.008	0.75
BLGH_02570	0	0	NA
BLGH_02571	0.005	0.01	0.5
BLGH_02572	0.002	0	Inf
BLGH_02574	0.076	0.067	1.1343
BLGH_02575	0	0.002	0
BLGH_02576	0.001	0	Inf
BLGH_02577	0	0.025	0
BLGH_02578	0.032	0.037	0.8649
BLGH_02579	0.004	0	Inf
BLGH_02580	0	0.002	0
BLGH_02581	0	0.041	0
BLGH_02582	0.002	0	Inf
BLGH_02584	0.001	0.011	0.0909
BLGH_02585	2.573	2.609	0.9862
BLGH_02588	0.008	0	Inf
BLGH_02591	0.029	0.045	0.6444
BLGH_02592	0	0	NA
BLGH_02593	0	0.007	0
BLGH_02595	0.156	0.224	0.6964
BLGH_02596	0.05	0.066	0.7576
BLGH_02597	0.001	0.001	1
BLGH_02598	0.006	0	Inf
BLGH_02599	0	0	NA
BLGH_02600	0.001	0.012	0.0833
BLGH_02601	0.059	0.063	0.9365
BLGH_02602	0.004	0.008	0.5
BLGH_02603	0.003	0.004	0.75
BLGH_02604	0	0.002	0
BLGH_02605	0	0.007	0
BLGH_02606	0	0.002	0
BLGH_02607	0	0	NA
BLGH_02608	0	0.003	0
BLGH_02609	0.004	0.005	0.8
BLGH_02610	0.042	0.041	1.0244
BLGH_02611	0.021	0.01	2.1
BLGH_02612	0.051	0.061	0.8361
BLGH_02613	0.001	0.009	0.1111
BLGH_02614	0.01	0.014	0.7143
BLGH_02615	0.037	0.018	2.0556
BLGH_02617	0.015	0	Inf
BLGH_02618	0.214	0.272	0.7868
BLGH_02619	0.046	0.049	0.9388
BLGH_02620	0.026	0.028	0.9286
BLGH_02621	0.023	0.067	0.3433
BLGH_02623	0.04	0.051	0.7843
BLGH_02624	0.004	0.005	0.8
BLGH_02625	0.036	0.059	0.6102
BLGH_02626	0.001	0.002	0.5
BLGH_02627	0.002	0	Inf
BLGH_02628	0.04	0.063	0.6349
BLGH_02629	0.005	0.009	0.5556
BLGH_02630	0.001	0	Inf
BLGH_02631	0.001	0.005	0.2
BLGH_02632	0.003	0.006	0.5
BLGH_02633	0	0	NA
BLGH_02634	0.002	0.005	0.4
BLGH_02635	0.002	0.004	0.5
BLGH_02636	0	0.002	0
BLGH_02637	0.001	0.003	0.3333
BLGH_02638	0	0.003	0
BLGH_02639	0	0.005	0
BLGH_02640	0.002	0.005	0.4
BLGH_02641	0.002	0	Inf
BLGH_02642	0	0	NA
BLGH_02643	0.004	0.006	0.6667
BLGH_02644	0	0	NA
BLGH_02645	0	0	NA
BLGH_02646	0.007	0	Inf
BLGH_02647	0	0.004	0
BLGH_02648	0	0	NA
BLGH_02649	0	0	NA
BLGH_02650	0	0.003	0
BLGH_02651	0	0.005	0
BLGH_02652	0	0.014	0
BLGH_02653	0.021	0.006	3.5
BLGH_02654	0.002	0.008	0.25
BLGH_02655	0.002	0.004	0.5
BLGH_02656	0.001	0.003	0.3333
BLGH_02657	0.002	0.004	0.5
BLGH_02658	0.001	0.002	0.5
BLGH_02659	0.001	0.001	1
BLGH_02660	2.445	2.169	1.1272
BLGH_02661	0	0.003	0
BLGH_02662	0	0.004	0
BLGH_02663	0	0.005	0
BLGH_02664	0	0.005	0
BLGH_02665	0.008	0.008	1
BLGH_02666	0.001	0.009	0.1111
BLGH_02667	0.001	0.005	0.2
BLGH_02668	0.001	0.008	0.125
BLGH_02669	0	0.004	0
BLGH_02670	0.002	0.004	0.5
BLGH_02671	0.001	0.005	0.2
BLGH_02672	0.001	0.012	0.0833
BLGH_02673	0.002	0.01	0.2
BLGH_02674	0	0.002	0
BLGH_02675	0	0.004	0
BLGH_02676	0	0	NA
BLGH_02677	0.001	0.008	0.125
BLGH_02678	0.004	0.007	0.5714
BLGH_02679	0	0.008	0
BLGH_02680	0	0.019	0
BLGH_02681	0	0	NA
BLGH_02682	0	0.034	0
BLGH_02683	0.002	0.009	0.2222
BLGH_02684	0	0	NA
BLGH_02685	0	0.004	0
BLGH_02686	0	0.007	0
BLGH_02687	0.001	0.01	0.1
BLGH_02688	0	0.008	0
BLGH_02689	0.001	0.002	0.5
BLGH_02690	0.001	0.002	0.5
BLGH_02691	0	0	NA
BLGH_02692	0.014	0.016	0.875
BLGH_02693	0.004	0.003	1.3333
BLGH_02694	0.02	0.011	1.8182
BLGH_02695	0.009	0.028	0.3214
BLGH_02696	0.004	0.005	0.8
BLGH_02697	0.007	0.005	1.4
BLGH_02698	0.001	0	Inf
BLGH_02699	0.001	0	Inf
BLGH_02700	0	0	NA
BLGH_02701	0.014	0.018	0.7778
BLGH_02702	0.002	0	Inf
BLGH_02703	0.04	0.114	0.3509
BLGH_02704	0.003	0.012	0.25
BLGH_02705	0.006	0.01	0.6
BLGH_02706	0.003	0.011	0.2727
BLGH_02707	0.01	0.036	0.2778
BLGH_02708	0.003	0.004	0.75
BLGH_02709	0.004	0.006	0.6667
BLGH_02710	0.025	0.073	0.3425
BLGH_02711	0.007	0.005	1.4
BLGH_02712	0.022	0.059	0.3729
BLGH_02713	0.004	0	Inf
BLGH_02714	0.022	0.037	0.5946
BLGH_02715	0.009	0	Inf
BLGH_02716	0.004	0	Inf
BLGH_02717	0.011	0.018	0.6111
BLGH_02719	0.079	0.122	0.6475
BLGH_02720	0.004	0.003	1.3333
BLGH_02721	0	0	NA
BLGH_02722	0.022	0.04	0.55
BLGH_02723	0.01	0.006	1.6667
BLGH_02724	0.01	0.01	1
BLGH_02725	0.003	0.006	0.5
BLGH_02726	0.002	0.002	1
BLGH_02727	0.134	0.164	0.8171
BLGH_02728	0.004	0.002	2
BLGH_02729	0.003	0.004	0.75
BLGH_02730	0	0.008	0
BLGH_02732	0.006	0.024	0.25
BLGH_02733	0.03	0.023	1.3043
BLGH_02734	0.003	0	Inf
BLGH_02735	0	0.007	0
BLGH_02736	0.009	0.005	1.8
BLGH_02737	0.006	0.003	2
BLGH_02738	0.004	0.007	0.5714
BLGH_02739	0.003	0.002	1.5
BLGH_02740	0	0.002	0
BLGH_02741	0.002	0.003	0.6667
BLGH_02742	0.003	0	Inf
BLGH_02743	0.003	0	Inf
BLGH_02744	0.026	0.022	1.1818
BLGH_02745	0.004	0.006	0.6667
BLGH_02746	0	0	NA
BLGH_02747	0.001	0	Inf
BLGH_02748	0.009	0.008	1.125
BLGH_02749	0.001	0	Inf
BLGH_02750	0.008	0.007	1.1429
BLGH_02751	0	0.002	0
BLGH_02752	0.001	0.002	0.5
BLGH_02753	0	0	NA
BLGH_02754	0.006	0.016	0.375
BLGH_02755	0	0.005	0
BLGH_02756	0	0.002	0
BLGH_02757	0	0.003	0
BLGH_02758	0.002	0.001	2
BLGH_02759	0	0.011	0
BLGH_02760	0	0.018	0
BLGH_02761	0.001	0.002	0.5
BLGH_02762	0	0.012	0
BLGH_02763	0	0	NA
BLGH_02764	0	0	NA
BLGH_02765	0.002	0.002	1
BLGH_02766	0.013	0.013	1
BLGH_02767	0.002	0.004	0.5
BLGH_02768	0	0.009	0
BLGH_02769	0	0	NA
BLGH_02770	0	0	NA
BLGH_02771	0.002	0.002	1
BLGH_02772	0.005	0	Inf
BLGH_02773	0.002	0	Inf
BLGH_02774	0	0	NA
BLGH_02775	0.002	0.002	1
BLGH_02776	0.001	0	Inf
BLGH_02777	0.001	0.004	0.25
BLGH_02778	0.002	0.005	0.4
BLGH_02779	0.001	0.006	0.1667
BLGH_02780	0	0	NA
BLGH_02781	0.001	0	Inf
BLGH_02782	0.001	0	Inf
BLGH_02783	0.002	0.002	1
BLGH_02784	0.003	0.023	0.1304
BLGH_02785	0.017	0.018	0.9444
BLGH_02786	0	0	NA
BLGH_02787	0.002	0.005	0.4
BLGH_02788	0.002	0.001	2
BLGH_02789	0	0	NA
BLGH_02790	0	0	NA
BLGH_02791	0.004	0	Inf
BLGH_02792	0.002	0	Inf
BLGH_02793	0	0	NA
BLGH_02794	0	0	NA
BLGH_02795	0	0	NA
BLGH_02796	0.003	0.002	1.5
BLGH_02797	0.002	0.002	1
BLGH_02798	0.002	0.003	0.6667
BLGH_02799	0.001	0.004	0.25
BLGH_02800	0.002	0.003	0.6667
BLGH_02801	0.006	0	Inf
BLGH_02802	0.005	0.002	2.5
BLGH_02803	0	0	NA
BLGH_02804	0.001	0.015	0.0667
BLGH_02805	0	0.002	0
BLGH_02806	0.002	0	Inf
BLGH_02807	0	0	NA
BLGH_02808	0.001	0.006	0.1667
BLGH_02809	0.013	0.017	0.7647
BLGH_02810	0.002	0.003	0.6667
BLGH_02811	0	0	NA
BLGH_02812	0	0.002	0
BLGH_02813	0	0.003	0
BLGH_02814	0	0.003	0
BLGH_02815	0.001	0.002	0.5
BLGH_02816	0.004	0	Inf
BLGH_02817	0	0.003	0
BLGH_02818	0.013	0.009	1.4444
BLGH_02819	0.067	0.066	1.0152
BLGH_02820	0.077	0.159	0.4843
BLGH_02821	0.001	0.004	0.25
BLGH_02822	0.003	0	Inf
BLGH_02823	0.003	0.018	0.1667
BLGH_02824	0	0.002	0
BLGH_02825	0.002	0.002	1
BLGH_02826	0	0	NA
BLGH_02827	0	0.005	0
BLGH_02828	0	0.003	0
BLGH_02829	0.001	0.002	0.5
BLGH_02830	0.002	0.006	0.3333
BLGH_02831	0.002	0.005	0.4
BLGH_02832	0	0.005	0
BLGH_02833	0.001	0.012	0.0833
BLGH_02834	0.004	0.007	0.5714
BLGH_02835	0.001	0.001	1
BLGH_02836	0	0	NA
BLGH_02837	0	0	NA
BLGH_02838	0	0.009	0
BLGH_02839	0	0	NA
BLGH_02840	0.002	0.006	0.3333
BLGH_02841	0.002	0.004	0.5
BLGH_02842	0.001	0	Inf
BLGH_02843	0.001	0.002	0.5
BLGH_02844	0	0.004	0
BLGH_02845	0	0.004	0
BLGH_02846	0.003	0.009	0.3333
BLGH_02847	0.002	0.002	1
BLGH_02848	0	0.014	0
BLGH_02849	0	0.001	0
BLGH_02850	0	0.002	0
BLGH_02851	0.004	0	Inf
BLGH_02852	0.002	0.01	0.2
BLGH_02853	0	0.002	0
BLGH_02854	0.001	0	Inf
BLGH_02855	0.003	0	Inf
BLGH_02856	0.068	0.048	1.4167
BLGH_02857	0.001	0.004	0.25
BLGH_02858	0	0	NA
BLGH_02859	0	0.005	0
BLGH_02860	0.003	0.004	0.75
BLGH_02861	0	0.002	0
BLGH_02862	0.002	0.003	0.6667
BLGH_02863	0	0.005	0
BLGH_02864	0.003	0.007	0.4286
BLGH_02865	0	0.012	0
BLGH_02866	0.001	0.015	0.0667
BLGH_02867	0	0	NA
BLGH_02868	0.001	0	Inf
BLGH_02869	0.007	0.012	0.5833
BLGH_02870	0	0	NA
BLGH_02871	0.003	0.003	1
BLGH_02872	0.002	0.01	0.2
BLGH_02873	0.004	0	Inf
BLGH_02874	0	0	NA
BLGH_02875	0.004	0.009	0.4444
BLGH_02876	0.001	0.003	0.3333
BLGH_02877	0	0	NA
BLGH_02878	0.002	0.009	0.2222
BLGH_02879	0.006	0.007	0.8571
BLGH_02880	0.002	0.005	0.4
BLGH_02881	0.002	0.002	1
BLGH_02882	0	0	NA
BLGH_02883	0	0.006	0
BLGH_02884	0	0.002	0
BLGH_02885	0.004	0	Inf
BLGH_02886	0.003	0	Inf
BLGH_02887	0	0.004	0
BLGH_02888	0	0	NA
BLGH_02889	0	0	NA
BLGH_02890	0.003	0	Inf
BLGH_02891	0	0.002	0
BLGH_02892	0.037	0.028	1.3214
BLGH_02893	0.002	0.005	0.4
BLGH_02894	0.002	0.006	0.3333
BLGH_02895	0.001	0.002	0.5
BLGH_02896	0.002	0.028	0.0714
BLGH_02897	0.002	0	Inf
BLGH_02898	0.001	0.004	0.25
BLGH_02899	0.001	0	Inf
BLGH_02900	0	0.012	0
BLGH_02901	0	0.008	0
BLGH_02902	0	0.003	0
BLGH_02903	0.006	0	Inf
BLGH_02904	0.004	0.007	0.5714
BLGH_02905	0	0	NA
BLGH_02906	0	0.01	0
BLGH_02907	0.005	0.018	0.2778
BLGH_02908	0.002	0	Inf
BLGH_02909	0.001	0.003	0.3333
BLGH_02910	0	0	NA
BLGH_02911	0.001	0.004	0.25
BLGH_02912	0.003	0.005	0.6
BLGH_02913	0.001	0.001	1
BLGH_02914	0	0.006	0
BLGH_02915	0.001	0.006	0.1667
BLGH_02916	0.001	0.002	0.5
BLGH_02917	0	0.002	0
BLGH_02920	0.018	0.038	0.4737
BLGH_02921	0	0	NA
BLGH_02922	0	0.006	0
BLGH_02923	0.114	0.187	0.6096
BLGH_02924	0.001	0.008	0.125
BLGH_02925	0	0	NA
BLGH_02926	0.004	0.014	0.2857
BLGH_02927	0	0.013	0
BLGH_02928	0.001	0	Inf
BLGH_02929	0.001	0	Inf
BLGH_02930	0.048	0.068	0.7059
BLGH_02931	0	0.003	0
BLGH_02932	0	0.014	0
BLGH_02933	0.001	0.009	0.1111
BLGH_02934	0.003	0.01	0.3
BLGH_02935	0	0	NA
BLGH_02936	0	0	NA
BLGH_02938	0	0.006	0
BLGH_02939	0	0.015	0
BLGH_02940	0.002	0.011	0.1818
BLGH_02941	0	0	NA
BLGH_02942	0	0.008	0
BLGH_02943	0.005	0.002	2.5
BLGH_02944	0.008	0.013	0.6154
BLGH_02945	0.003	0.004	0.75
BLGH_02946	0	0	NA
BLGH_02947	0.001	0.004	0.25
BLGH_02948	0	0.006	0
BLGH_02949	0	0	NA
BLGH_02950	0.001	0.002	0.5
BLGH_02951	0	0.004	0
BLGH_02952	0	0	NA
BLGH_02953	0.003	0	Inf
BLGH_02954	0.002	0	Inf
BLGH_02955	0	0.003	0
BLGH_02956	0	0	NA
BLGH_02957	0.001	0.004	0.25
BLGH_02958	0.001	0	Inf
BLGH_02959	0	0.012	0
BLGH_02960	0.001	0.011	0.0909
BLGH_02961	0	0	NA
BLGH_02962	0	0.003	0
BLGH_02963	0.005	0.007	0.7143
BLGH_02964	0	0	NA
BLGH_02965	0.001	0	Inf
BLGH_02966	0.007	0	Inf
BLGH_02967	0.005	0.011	0.4545
BLGH_02968	0.001	0.004	0.25
BLGH_02969	0	0.005	0
BLGH_02970	0.001	0.002	0.5
BLGH_02971	0	0	NA
BLGH_02972	0	0.006	0
BLGH_02973	0	0.002	0
BLGH_02974	0	0.003	0
BLGH_02975	0	0	NA
BLGH_02976	0	0	NA
BLGH_02977	0	0.003	0
BLGH_02978	0	0	NA
BLGH_02979	0.003	0.006	0.5
BLGH_02980	0.001	0.004	0.25
BLGH_02981	0.003	0.017	0.1765
BLGH_02982	0.002	0.003	0.6667
BLGH_02983	0	0.002	0
BLGH_02984	0.001	0	Inf
BLGH_02985	0.002	0.007	0.2857
BLGH_02986	0	0.022	0
BLGH_02987	0.003	0.005	0.6
BLGH_02988	0.002	0	Inf
BLGH_02989	0.001	0.005	0.2
BLGH_02990	0	0.009	0
BLGH_02991	0.001	0.005	0.2
BLGH_02992	0.001	0.002	0.5
BLGH_02993	0	0.027	0
BLGH_02994	0.003	0.006	0.5
BLGH_02995	0	0.027	0
BLGH_02996	0.003	0	Inf
BLGH_02997	0.001	0.003	0.3333
BLGH_02998	0.001	0	Inf
BLGH_02999	0	0	NA
BLGH_03000	0.005	0.029	0.1724
BLGH_03001	0.004	0.003	1.3333
BLGH_03002	0	0.033	0
BLGH_03003	0	0.008	0
BLGH_03004	0	0	NA
BLGH_03005	0.004	0	Inf
BLGH_03006	0	0	NA
BLGH_03007	0.001	0.001	1
BLGH_03008	0	0.002	0
BLGH_03009	0.001	0	Inf
BLGH_03010	0.007	0.015	0.4667
BLGH_03011	0	0	NA
BLGH_03012	0	0	NA
BLGH_03013	0.001	0.002	0.5
BLGH_03014	0.003	0.009	0.3333
BLGH_03015	0	0.003	0
BLGH_03016	0	0.011	0
BLGH_03020	0	0	NA
BLGH_03021	0.003	0.01	0.3
BLGH_03024	0	0	NA
BLGH_03025	0.007	0.008	0.875
BLGH_03026	0.001	0	Inf
BLGH_03027	0	0	NA
BLGH_03028	0	0	NA
BLGH_03029	0.004	0.005	0.8
BLGH_03030	0	0.002	0
BLGH_03031	0	0.011	0
BLGH_03032	0	0	NA
BLGH_03033	0	0.001	0
BLGH_03034	0.001	0.004	0.25
BLGH_03035	0.002	0.002	1
BLGH_03036	0.002	0	Inf
BLGH_03037	0.019	0.031	0.6129
BLGH_03038	0	0.003	0
BLGH_03039	0	0.009	0
BLGH_03040	0.001	0.001	1
BLGH_03041	0.001	0	Inf
BLGH_03042	0.002	0	Inf
BLGH_03043	0	0	NA
BLGH_03044	0	0	NA
BLGH_03045	0.015	0.014	1.0714
BLGH_03046	0	0.008	0
BLGH_03047	0.002	0.002	1
BLGH_03048	0.003	0.003	1
BLGH_03049	0.002	0.005	0.4
BLGH_03051	0.01	0.009	1.1111
BLGH_03052	0.001	0.006	0.1667
BLGH_03053	0.011	0.015	0.7333
BLGH_03054	0.001	0	Inf
BLGH_03055	0	0.009	0
BLGH_03056	0.002	0	Inf
BLGH_03057	0.002	0.025	0.08
BLGH_03058	0	0	NA
BLGH_03059	0.005	0.014	0.3571
BLGH_03060	0.023	0.009	2.5556
BLGH_03061	0.011	0.019	0.5789
BLGH_03062	0.002	0.004	0.5
BLGH_03063	0.001	0.001	1
BLGH_03064	0.004	0.008	0.5
BLGH_03065	0	0.007	0
BLGH_03066	0.019	0.04	0.475
BLGH_03067	0.001	0.002	0.5
BLGH_03068	0.001	0	Inf
BLGH_03069	0.002	0.005	0.4
BLGH_03070	0	0	NA
BLGH_03071	0	0.012	0
BLGH_03072	0	0	NA
BLGH_03073	0.003	0.008	0.375
BLGH_03074	0	0.001	0
BLGH_03075	0.005	0.014	0.3571
BLGH_03076	0.003	0.005	0.6
BLGH_03077	0.006	0.008	0.75
BLGH_03078	0.002	0	Inf
BLGH_03079	0	0.008	0
BLGH_03080	0.001	0.007	0.1429
BLGH_03081	0	0.007	0
BLGH_03082	0.001	0.007	0.1429
BLGH_03083	0.001	0.004	0.25
BLGH_03084	0.006	0	Inf
BLGH_03085	0.002	0	Inf
BLGH_03086	0.002	0.014	0.1429
BLGH_03087	0	0.002	0
BLGH_03088	0.001	0.006	0.1667
BLGH_03089	0	0	NA
BLGH_03090	0	0.006	0
BLGH_03091	0.004	0.012	0.3333
BLGH_03092	0.039	0.092	0.4239
BLGH_03093	0.007	0	Inf
BLGH_03094	0.013	0.019	0.6842
BLGH_03095	0.003	0.005	0.6
BLGH_03096	0	0	NA
BLGH_03097	0.004	0	Inf
BLGH_03098	0	0	NA
BLGH_03099	0.001	0.002	0.5
BLGH_03100	0	0	NA
BLGH_03101	0.009	0.014	0.6429
BLGH_03102	0.006	0.016	0.375
BLGH_03103	0	0	NA
BLGH_03104	0.002	0.002	1
BLGH_03105	0.019	0.06	0.3167
BLGH_03108	0.022	0.068	0.3235
BLGH_03109	0.022	0.053	0.4151
BLGH_03110	0.038	0.124	0.3065
BLGH_03111	0.015	0.04	0.375
BLGH_03114	0.026	0.047	0.5532
BLGH_03116	0	0.003	0
BLGH_03117	0.03	0.052	0.5769
BLGH_03118	0	0	NA
BLGH_03119	0.01	0.007	1.4286
BLGH_03120	0	0	NA
BLGH_03121	0	0.009	0
BLGH_03122	0.002	0.004	0.5
BLGH_03123	0.01	0.008	1.25
BLGH_03124	0.001	0.003	0.3333
BLGH_03125	0.003	0.004	0.75
BLGH_03126	0	0.01	0
BLGH_03127	0.003	0.004	0.75
BLGH_03128	0.001	0.002	0.5
BLGH_03129	0.001	0.002	0.5
BLGH_03130	0.008	0.008	1
BLGH_03131	0	0	NA
BLGH_03132	0	0	NA
BLGH_03133	0.055	0.127	0.4331
BLGH_03134	0.003	0.003	1
BLGH_03136	0.007	0.03	0.2333
BLGH_03137	0.002	0.006	0.3333
BLGH_03138	0	0.002	0
BLGH_03139	0	0	NA
BLGH_03140	0	0.003	0
BLGH_03141	0	0.017	0
BLGH_03142	0.011	0.02	0.55
BLGH_03143	0.001	0	Inf
BLGH_03144	0.008	0.008	1
BLGH_03145	0	0.021	0
BLGH_03146	0.002	0.008	0.25
BLGH_03147	0.003	0.01	0.3
BLGH_03148	0.002	0.007	0.2857
BLGH_03149	0	0.006	0
BLGH_03150	0	0.004	0
BLGH_03151	0.001	0.007	0.1429
BLGH_03152	0	0.001	0
BLGH_03153	0.003	0.007	0.4286
BLGH_03154	0.002	0.012	0.1667
BLGH_03155	0	0.005	0
BLGH_03156	0.001	0.003	0.3333
BLGH_03157	0.001	0.003	0.3333
BLGH_03158	0.003	0	Inf
BLGH_03159	0.01	0.012	0.8333
BLGH_03160	0	0	NA
BLGH_03161	0.004	0.002	2
BLGH_03162	0.009	0.021	0.4286
BLGH_03163	0.063	0.064	0.9844
BLGH_03164	0.023	0	Inf
BLGH_03165	0.004	0.011	0.3636
BLGH_03166	0	0.008	0
BLGH_03167	0.005	0.013	0.3846
BLGH_03168	0	0	NA
BLGH_03169	0.002	0.008	0.25
BLGH_03170	0	0	NA
BLGH_03171	0.014	0.031	0.4516
BLGH_03172	0.008	0	Inf
BLGH_03173	0.016	0.005	3.2
BLGH_03174	0.001	0	Inf
BLGH_03175	0.008	0.012	0.6667
BLGH_03176	0.001	0	Inf
BLGH_03177	0.001	0.002	0.5
BLGH_03178	0	0	NA
BLGH_03179	0.004	0.005	0.8
BLGH_03180	0.001	0.002	0.5
BLGH_03181	0	0	NA
BLGH_03182	0	0.003	0
BLGH_03183	0	0	NA
BLGH_03184	0.001	0.012	0.0833
BLGH_03185	0	0.007	0
BLGH_03186	0	0	NA
BLGH_03187	0	0	NA
BLGH_03188	0	0	NA
BLGH_03189	0	0	NA
BLGH_03190	0.003	0	Inf
BLGH_03191	0.004	0	Inf
BLGH_03192	0	0.008	0
BLGH_03193	0.001	0.002	0.5
BLGH_03194	0	0	NA
BLGH_03195	0.001	0.002	0.5
BLGH_03196	0.007	0.007	1
BLGH_03197	0	0.002	0
BLGH_03198	0.003	0.004	0.75
BLGH_03199	0	0.014	0
BLGH_03203	0.003	0.005	0.6
BLGH_03204	0	0	NA
BLGH_03205	0	0	NA
BLGH_03206	0.001	0.045	0.0222
BLGH_03207	0.001	0.002	0.5
BLGH_03208	0.001	0.004	0.25
